DATAFLOW,FREQ,INDICATOR,GEO_PICT,SEX,AGE,URBANIZATION,INCOME,EDUCATION,OCCUPATION,COMPOSITE_BREAKDOWN,DISABILITY,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,REPORTING_TYPE,NATURE,DATA_SOURCE,OBS_STATUS,OBS_COMMENT,source_file
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,CK,_T,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2015,60.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,CK.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,CK,_T,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2018,57.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,CK.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,CK,F,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2015,54.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,CK.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,CK,F,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2018,75.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,CK.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,CK,_T,_T,_T,_T,1_y4,_T,SKILL_MIN_NMRCY,_T,2012,78.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,CK.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,CK,_T,_T,_T,_T,1_y4,_T,SKILL_MIN_NMRCY,_T,2015,76.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,CK.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,CK,_T,_T,_T,_T,1_y4,_T,SKILL_MIN_NMRCY,_T,2018,69.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,CK.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,CK,M,_T,_T,_T,1_y4,_T,SKILL_MIN_NMRCY,_T,2015,75.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,CK.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,CK,M,_T,_T,_T,1_y4,_T,SKILL_MIN_NMRCY,_T,2018,66.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,CK.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,CK,M,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2015,56.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,CK.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,CK,M,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2018,50.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,CK.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,CK,M,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2015,38.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,CK.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,CK,M,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2018,68.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,CK.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,CK,F,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2015,64.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,CK.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,CK,F,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2018,63.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,CK.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,CK,F,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2015,78.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,CK.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,CK,F,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2018,84.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,CK.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,M,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2015,23.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,M,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2018,28.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,_T,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2012,31.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,_T,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2015,33.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,_T,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2018,47.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,_T,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2021,44.0,PERCENT,R,C,"Pacific Islands Literacy and Numeracy Assessment (PILNA), 2021 Assessment.",,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,_T,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2012,43.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,_T,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2015,71.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,_T,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2018,83.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,_T,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2021,69.0,PERCENT,R,C,"Pacific Islands Literacy and Numeracy Assessment (PILNA), 2021 Assessment.",,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,F,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2015,43.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,F,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2018,69.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,_T,_T,_T,_T,1_y4,_T,SKILL_MIN_NMRCY,_T,2012,72.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,_T,_T,_T,_T,1_y4,_T,SKILL_MIN_NMRCY,_T,2015,78.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,_T,_T,_T,_T,1_y4,_T,SKILL_MIN_NMRCY,_T,2018,69.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,M,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2015,58.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,M,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2018,76.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,F,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2015,33.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,F,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2018,40.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,M,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2015,13.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,M,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2018,24.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,M,_T,_T,_T,1_y4,_T,SKILL_MIN_NMRCY,_T,2015,72.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,M,_T,_T,_T,1_y4,_T,SKILL_MIN_NMRCY,_T,2018,62.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,_T,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2012,27.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,_T,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2015,22.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,_T,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2018,32.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,F,_T,_T,_T,1_y4,_T,SKILL_MIN_NMRCY,_T,2015,84.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,F,_T,_T,_T,1_y4,_T,SKILL_MIN_NMRCY,_T,2018,76.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,F,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2015,83.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,TV.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,TV,F,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2018,92.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,TV.csv
